400 nm,410 nm,420 nm,430 nm,440 nm,450 nm,460 nm,470 nm,480 nm,490 nm,500 nm,510 nm,520 nm,530 nm,540 nm,550 nm,560 nm,570 nm,580 nm,590 nm,600 nm,610 nm,620 nm,630 nm,640 nm,650 nm,660 nm,670 nm,680 nm,690 nm,700 nm,710 nm,720 nm,730 nm,740 nm,750 nm,760 nm,770 nm,780 nm,790 nm,800 nm,810 nm,820 nm,830 nm,840 nm,850 nm,860 nm,870 nm,880 nm,890 nm,900 nm,910 nm,920 nm,930 nm,940 nm,950 nm,960 nm,970 nm,980 nm,990 nm,1000 nm,1010 nm,1020 nm,1030 nm,1040 nm,1050 nm,1060 nm,1070 nm,1080 nm,1090 nm,1100 nm,1110 nm,1120 nm,1130 nm,1140 nm,1150 nm,1160 nm,1170 nm,1180 nm,1190 nm,1200 nm,1210 nm,1220 nm,1230 nm,1240 nm,1250 nm,1260 nm,1270 nm,1280 nm,1290 nm,1300 nm,1310 nm,1320 nm,1330 nm,1340 nm,1350 nm,1360 nm,1370 nm,1380 nm,1390 nm,1400 nm,1410 nm,1420 nm,1430 nm,1440 nm,1450 nm,1460 nm,1470 nm,1480 nm,1490 nm,1500 nm,1510 nm,1520 nm,1530 nm,1540 nm,1550 nm,1560 nm,1570 nm,1580 nm,1590 nm,1600 nm,1610 nm,1620 nm,1630 nm,1640 nm,1650 nm,1660 nm,1670 nm,1680 nm,1690 nm,1700 nm,1710 nm,1720 nm,1730 nm,1740 nm,1750 nm,1760 nm,1770 nm,1780 nm,1790 nm,1800 nm,1810 nm,1820 nm,1830 nm,1840 nm,1850 nm,1860 nm,1870 nm,1880 nm,1890 nm,1900 nm,1910 nm,1920 nm,1930 nm,1940 nm,1950 nm,1960 nm,1970 nm,1980 nm,1990 nm,2000 nm,2010 nm,2020 nm,2030 nm,2040 nm,2050 nm,2060 nm,2070 nm,2080 nm,2090 nm,2100 nm,2110 nm,2120 nm,2130 nm,2140 nm,2150 nm,2160 nm,2170 nm,2180 nm,2190 nm,2200 nm,2210 nm,2220 nm,2230 nm,2240 nm,2250 nm,2260 nm,2270 nm,2280 nm,2290 nm,2300 nm,2310 nm,2320 nm,2330 nm,2340 nm,2350 nm,2360 nm,2370 nm,2380 nm,2390 nm,2400 nm,2410 nm,2420 nm,2430 nm,2440 nm,2450 nm,2460 nm,2470 nm,2480 nm,2490 nm,2500 nm
0.1337,0.13085,0.1279,0.1253,0.12395,0.12365,0.12425,0.12515,0.126,0.12805,0.13095,0.1336,0.136,0.13855,0.1417,0.145,0.14755,0.14965,0.15275,0.15545,0.1583,0.1613,0.16445,0.1677,0.17065,0.1739,0.178,0.1817,0.18555,0.18785,0.1907,0.19445,0.19825,0.20275,0.20585,0.20955,0.21325,0.2152,0.2187,0.2218,0.22485,0.22805,0.2321,0.23475,0.23725,0.24015,0.24215,0.2459,0.24835,0.25105,0.25325,0.2556,0.259,0.26195,0.26455,0.2669,0.26895,0.2713,0.2732,0.27705,0.2795,0.28105,0.2827,0.2859,0.2865,0.28675,0.28905,0.29105,0.2927,0.2949,0.2962,0.2981,0.29935,0.3007,0.3027,0.3041,0.3054,0.307,0.3096,0.3108,0.31265,0.3148,0.31645,0.31785,0.3193,0.32025,0.32095,0.32175,0.32365,0.3251,0.32615,0.326,0.326,0.326,0.32575,0.3249,0.32265,0.31845,0.3117,0.30555,0.3019,0.3004,0.3011,0.301,0.3011,0.30145,0.30295,0.3054,0.30675,0.3099,0.3122,0.3154,0.3191,0.32115,0.32345,0.32475,0.3275,0.32945,0.3307,0.33185,0.3328,0.3343,0.3344,0.3353,0.33575,0.3372,0.33675,0.336,0.336,0.3368,0.3382,0.33815,0.3365,0.33535,0.3348,0.33445,0.3331,0.331,0.3317,0.332,0.33175,0.3308,0.3303,0.3289,0.32705,0.3237,0.31835,0.30455,0.29535,0.2992,0.30335,0.2959,0.2842,0.2749,0.2692,0.2678,0.26815,0.26945,0.2735,0.2759,0.27835,0.28165,0.2851,0.2881,0.2933,0.2965,0.2992,0.29915,0.3004,0.3024,0.3031,0.30545,0.30685,0.30825,0.30845,0.3076,0.30655,0.30635,0.30345,0.3009,0.3007,0.29915,0.30075,0.30325,0.3028,0.30195,0.30045,0.3004,0.29875,0.29435,0.2917,0.29005,0.2879,0.2856,0.2828,0.28245,0.2793,0.2766,0.2745,0.2718,0.26915,0.26535,0.2621,0.25865,0.25615,0.25295,0.2501,0.24995,0.2493,0.24865,0.24745
